Date,Close,Open,High,Low,Volumn
2020-10-15 09:15:07+07:00,8.3,8.3,8.3,8.3,49560
2020-10-15 09:16:57+07:00,8.28,8.28,8.28,8.28,4440
2020-10-15 09:18:04+07:00,8.26,8.28,8.28,8.25,10450
2020-10-15 09:19:00+07:00,8.26,8.26,8.26,8.26,1000
2020-10-15 09:20:01+07:00,8.26,8.28,8.28,8.26,2240
2020-10-15 09:21:04+07:00,8.22,8.25,8.25,8.22,6200
2020-10-15 09:22:01+07:00,8.22,8.22,8.22,8.22,5750
2020-10-15 09:23:02+07:00,8.19,8.2,8.2,8.19,33170
2020-10-15 09:24:24+07:00,8.17,8.19,8.19,8.17,1820
2020-10-15 09:25:16+07:00,8.16,8.16,8.16,8.15,8140
2020-10-15 09:26:02+07:00,8.1,8.15,8.15,8.1,15290
2020-10-15 09:27:30+07:00,8.12,8.1,8.13,8.1,6860
2020-10-15 09:28:11+07:00,8.1,8.12,8.12,8.1,25760
2020-10-15 09:29:12+07:00,8.05,8.06,8.06,8.0,29820
2020-10-15 09:30:32+07:00,8.0,8.01,8.05,8.0,12360
2020-10-15 09:31:14+07:00,8.0,8.0,8.0,8.0,9800
2020-10-15 09:32:26+07:00,8.0,8.0,8.0,8.0,2730
2020-10-15 09:33:17+07:00,8.0,8.0,8.0,8.0,35000
2020-10-15 09:34:12+07:00,8.02,8.02,8.02,8.02,3200
2020-10-15 09:36:03+07:00,8.04,8.01,8.04,8.01,7720
2020-10-15 09:37:02+07:00,8.04,8.04,8.04,8.04,8070
2020-10-15 09:39:08+07:00,8.06,8.06,8.06,8.06,500
2020-10-15 09:40:05+07:00,8.1,8.1,8.1,8.1,1170
2020-10-15 09:41:25+07:00,8.1,8.05,8.1,8.05,3000
2020-10-15 09:42:14+07:00,8.08,8.1,8.1,8.08,1210
2020-10-15 09:43:16+07:00,8.1,8.1,8.1,8.1,1990
2020-10-15 09:44:01+07:00,8.1,8.1,8.1,8.1,2660
2020-10-15 09:45:11+07:00,8.1,8.1,8.1,8.1,1300
2020-10-15 09:46:16+07:00,8.1,8.08,8.1,8.08,4500
2020-10-15 09:47:46+07:00,8.1,8.1,8.1,8.1,2490
2020-10-15 09:48:47+07:00,8.1,8.1,8.1,8.1,12780
2020-10-15 09:49:55+07:00,8.12,8.12,8.12,8.12,1000
2020-10-15 09:51:07+07:00,8.15,8.15,8.15,8.15,4000
2020-10-15 09:52:26+07:00,8.15,8.15,8.15,8.15,300
2020-10-15 09:53:50+07:00,8.15,8.15,8.15,8.15,900
2020-10-15 09:55:36+07:00,8.11,8.11,8.11,8.11,500
2020-10-15 09:56:16+07:00,8.15,8.11,8.15,8.11,900
2020-10-15 09:57:41+07:00,8.11,8.11,8.11,8.11,100
2020-10-15 09:58:10+07:00,8.11,8.11,8.11,8.1,11900
2020-10-15 09:59:31+07:00,8.14,8.14,8.14,8.14,10
