Date,Close,Open,High,Low,Volumn
2020-03-20 09:15:18+07:00,2.97,2.93,2.99,2.93,236040
2020-03-20 10:00:41+07:00,2.97,2.97,2.98,2.95,181030
2020-03-20 11:01:34+07:00,2.95,2.97,2.97,2.95,62300
2020-03-20 13:00:20+07:00,2.94,2.95,2.97,2.93,180640
2020-03-20 14:05:21+07:00,2.94,2.95,2.97,2.94,223770
2020-03-23 09:15:24+07:00,2.76,2.88,2.9,2.75,764580
2020-03-23 10:02:02+07:00,2.75,2.77,2.8,2.74,1351070
2020-03-23 11:00:08+07:00,2.74,2.75,2.79,2.74,943370
2020-03-23 13:00:21+07:00,2.74,2.74,2.74,2.74,409920
2020-03-23 14:01:03+07:00,2.74,2.74,2.74,2.74,1648560
2020-03-24 09:15:09+07:00,2.73,2.74,2.74,2.68,694490
2020-03-24 10:05:46+07:00,2.72,2.73,2.74,2.7,368220
2020-03-24 11:00:07+07:00,2.66,2.72,2.73,2.65,414780
2020-03-24 13:00:20+07:00,2.67,2.68,2.73,2.63,558060
2020-03-24 14:00:04+07:00,2.72,2.66,2.72,2.61,813940
2020-03-25 09:15:12+07:00,2.72,2.75,2.78,2.72,289130
2020-03-25 10:00:35+07:00,2.71,2.72,2.73,2.71,340360
2020-03-25 11:01:26+07:00,2.72,2.72,2.72,2.69,300480
2020-03-25 13:00:21+07:00,2.71,2.71,2.72,2.69,634840
2020-03-25 14:00:54+07:00,2.71,2.71,2.73,2.71,447930
2020-03-26 09:15:06+07:00,2.71,2.73,2.73,2.67,552430
2020-03-26 10:00:17+07:00,2.72,2.7,2.77,2.7,698990
2020-03-26 11:00:59+07:00,2.71,2.72,2.72,2.71,153500
2020-03-26 13:00:20+07:00,2.7,2.72,2.72,2.7,496140
2020-03-26 14:00:21+07:00,2.68,2.7,2.7,2.68,226290
2020-03-27 09:15:06+07:00,2.65,2.68,2.7,2.64,470870
2020-03-27 10:00:06+07:00,2.67,2.65,2.68,2.64,725850
2020-03-27 11:02:26+07:00,2.66,2.67,2.67,2.64,359070
2020-03-27 13:00:20+07:00,2.65,2.65,2.66,2.65,40130
